time,p50,p10,p90,t1,t2,issue_date
2026-02-28T09:00,0.5924,0.3116,0.8931,0.6,0.5896,2026-02-27
2026-02-28T10:00,0.5755,0.2845,0.8339,0.5995,0.5774,2026-02-27
2026-02-28T11:00,0.5745,0.242,0.8383,0.6158,0.5713,2026-02-27
2026-02-28T12:00,0.5816,0.2895,0.8392,0.5865,0.5818,2026-02-27
2026-02-28T13:00,0.5961,0.3565,0.8915,0.6048,0.5843,2026-02-27
2026-02-28T14:00,0.5852,0.3225,0.8646,0.6153,0.607,2026-02-27
2026-02-28T15:00,0.6181,0.3148,0.8813,0.6488,0.6478,2026-02-27
2026-02-28T16:00,0.6393,0.29,0.877,0.576,0.6536,2026-02-27
2026-02-28T17:00,0.4967,0.2011,0.8,0.5356,0.5043,2026-02-27
2026-02-28T18:00,0.3634,0.1616,0.7507,0.3243,0.3633,2026-02-27
2026-02-28T19:00,0.3018,0.062,0.6826,0.2653,0.3028,2026-02-27
2026-02-28T20:00,0.2251,0.0369,0.6395,0.2133,0.2107,2026-02-27
2026-02-28T21:00,0.1504,0.014,0.4579,0.1369,0.1363,2026-02-27
2026-02-28T22:00,0.1846,0.027,0.4257,0.1609,0.197,2026-02-27
2026-02-28T23:00,0.1171,0.0158,0.3433,0.1018,0.144,2026-02-27
