issue_date,issued_at,time,lead_day,p50,p10,p90,t1,t2,curve,wind_100m,actual
2026-02-08,2026-02-08T23:59,2026-02-10T18:00,2,0.1703,0.0316,0.5778,0.1978,0.2242,0.0912,4.36,
2026-02-08,2026-02-08T23:59,2026-02-10T19:00,2,0.1794,0.0165,0.4077,0.1457,0.1328,0.0257,2.86,
2026-02-08,2026-02-08T23:59,2026-02-10T20:00,2,0.5556,0.133,0.812,0.4936,0.5226,0.4752,7.73,
2026-02-08,2026-02-08T23:59,2026-02-10T21:00,2,0.5224,0.1493,0.8283,0.5051,0.5282,0.5003,7.9,
2026-02-08,2026-02-08T23:59,2026-02-10T22:00,2,0.5665,0.1699,0.9839,0.5545,0.5998,0.6334,8.79,
2026-02-08,2026-02-08T23:59,2026-02-10T23:00,2,0.9395,0.5276,0.9805,0.9748,0.9756,0.9774,12.19,
2026-02-09,2026-02-09T23:59,2026-02-10T00:00,1,0.0649,0.0088,0.3601,0.0505,0.051,0.0318,3.07,
2026-02-09,2026-02-09T23:59,2026-02-10T01:00,1,0.0441,0.0087,0.2961,0.0542,0.0299,0.0155,2.41,
2026-02-09,2026-02-09T23:59,2026-02-10T02:00,1,0.0181,0.0093,0.1961,0.0151,0.0181,0.0127,2.2,
2026-02-09,2026-02-09T23:59,2026-02-10T03:00,1,0.0126,0.009,0.195,0.0133,0.012,0.0123,2.17,
2026-02-09,2026-02-09T23:59,2026-02-10T04:00,1,0.0297,0.0094,0.3178,0.0304,0.0216,0.0307,3.04,
2026-02-09,2026-02-09T23:59,2026-02-10T05:00,1,0.0414,0.0235,0.3803,0.0281,0.0238,0.01,1.28,
2026-02-09,2026-02-09T23:59,2026-02-10T06:00,1,0.0517,0.0095,0.4299,0.0797,0.0605,0.0569,3.69,
2026-02-09,2026-02-09T23:59,2026-02-10T07:00,1,0.1707,0.1476,0.6328,0.172,0.1692,0.1004,4.52,
2026-02-09,2026-02-09T23:59,2026-02-10T08:00,1,0.2564,0.0595,0.8218,0.2535,0.315,0.1854,5.61,
2026-02-09,2026-02-09T23:59,2026-02-10T09:00,1,0.1223,0.0055,0.5899,0.12,0.1345,0.1076,4.64,
2026-02-09,2026-02-09T23:59,2026-02-10T10:00,1,0.1958,0.0563,0.7207,0.1773,0.2009,0.1589,5.33,
2026-02-09,2026-02-09T23:59,2026-02-10T11:00,1,0.0553,0.0148,0.4762,0.0283,0.0605,0.0399,3.28,
2026-02-09,2026-02-09T23:59,2026-02-10T12:00,1,0.0781,0.0161,0.6118,0.0801,0.1288,0.0433,3.37,
2026-02-09,2026-02-09T23:59,2026-02-10T13:00,1,0.2024,0.0478,0.631,0.1694,0.2106,0.1286,4.99,
2026-02-09,2026-02-09T23:59,2026-02-10T14:00,1,0.3333,0.0907,0.7148,0.2875,0.3791,0.224,5.99,
2026-02-09,2026-02-09T23:59,2026-02-10T15:00,1,0.2957,0.0793,0.7098,0.2624,0.3241,0.2077,5.83,
2026-02-09,2026-02-09T23:59,2026-02-10T16:00,1,0.335,0.0437,0.7798,0.2882,0.3196,0.2159,5.91,
2026-02-09,2026-02-09T23:59,2026-02-10T17:00,1,0.2436,0.038,0.674,0.2494,0.2299,0.1724,5.48,
2026-02-09,2026-02-09T23:59,2026-02-10T18:00,1,0.1025,0.0105,0.3687,0.0994,0.1287,0.0677,3.93,
2026-02-09,2026-02-09T23:59,2026-02-10T19:00,1,0.1266,0.0185,0.3772,0.1548,0.0853,0.0754,4.08,
2026-02-09,2026-02-09T23:59,2026-02-10T20:00,1,0.5597,0.1124,0.8015,0.4893,0.5117,0.3866,7.16,
2026-02-09,2026-02-09T23:59,2026-02-10T21:00,1,0.7803,0.2139,0.9701,0.7842,0.8142,0.6642,9.0,
2026-02-09,2026-02-09T23:59,2026-02-10T22:00,1,0.9049,0.6083,0.9887,0.9489,0.9246,0.8354,10.18,
2026-02-09,2026-02-09T23:59,2026-02-10T23:00,1,0.888,0.7103,0.9876,0.9567,0.9429,0.9524,11.34,
2026-02-09,2026-02-09T23:59,2026-02-11T00:00,2,0.8876,0.707,0.9887,0.9392,0.8967,0.9265,10.99,
2026-02-09,2026-02-09T23:59,2026-02-11T01:00,2,0.8953,0.734,0.9869,0.9727,0.9204,0.681,9.11,
2026-02-09,2026-02-09T23:59,2026-02-11T02:00,2,0.9299,0.6026,0.9933,0.9679,0.9148,0.5271,8.08,
2026-02-09,2026-02-09T23:59,2026-02-11T03:00,2,0.7053,0.39,0.9603,0.7867,0.7658,0.2978,6.55,
2026-02-09,2026-02-09T23:59,2026-02-11T04:00,2,0.2569,0.2569,0.6484,0.2501,0.2388,0.0349,3.15,
2026-02-09,2026-02-09T23:59,2026-02-11T05:00,2,0.2228,0.0133,0.5647,0.1995,0.177,0.0609,3.78,
2026-02-09,2026-02-09T23:59,2026-02-11T06:00,2,0.0178,0.0091,0.2177,0.0204,0.0218,0.014,2.3,
2026-02-09,2026-02-09T23:59,2026-02-11T07:00,2,0.0267,0.0092,0.1856,0.0101,0.01,0.0115,2.11,
2026-02-09,2026-02-09T23:59,2026-02-11T08:00,2,0.0163,0.0092,0.1997,0.0105,0.0066,0.01,1.19,
2026-02-09,2026-02-09T23:59,2026-02-11T09:00,2,0.0312,0.0082,0.3778,0.0517,0.0097,0.0776,4.12,
2026-02-09,2026-02-09T23:59,2026-02-11T10:00,2,0.0174,0.0085,0.2259,0.0271,0.0304,0.0123,2.17,
2026-02-09,2026-02-09T23:59,2026-02-11T11:00,2,0.179,0.179,0.7461,0.2271,0.2239,0.0918,4.37,
2026-02-09,2026-02-09T23:59,2026-02-11T12:00,2,0.1963,0.1963,0.6745,0.1785,0.2427,0.0782,4.13,
2026-02-09,2026-02-09T23:59,2026-02-11T13:00,2,0.1444,0.1444,0.6109,0.1923,0.2166,0.01,1.2,
2026-02-09,2026-02-09T23:59,2026-02-11T14:00,2,0.5456,0.239,0.924,0.5408,0.5315,0.4663,7.67,
2026-02-09,2026-02-09T23:59,2026-02-11T15:00,2,0.9709,0.4364,0.9781,0.9536,0.9613,0.9777,12.22,
2026-02-09,2026-02-09T23:59,2026-02-11T16:00,2,0.9696,0.6789,0.9828,0.9899,0.9417,0.98,12.7,
2026-02-09,2026-02-09T23:59,2026-02-11T17:00,2,0.9757,0.7601,0.9825,0.987,0.9469,0.98,13.19,
2026-02-09,2026-02-09T23:59,2026-02-11T18:00,2,0.9739,0.6747,0.983,0.9692,0.9305,0.9744,11.94,
2026-02-09,2026-02-09T23:59,2026-02-11T19:00,2,0.9691,0.6744,0.9841,0.9798,0.9352,0.9759,12.01,
2026-02-09,2026-02-09T23:59,2026-02-11T20:00,2,0.9213,0.603,0.9844,0.9402,0.8889,0.9177,10.9,
2026-02-09,2026-02-09T23:59,2026-02-11T21:00,2,0.808,0.4914,0.9979,0.9675,0.823,0.7662,9.68,
2026-02-09,2026-02-09T23:59,2026-02-11T22:00,2,0.7388,0.3702,0.9745,0.8543,0.692,0.6011,8.57,
2026-02-09,2026-02-09T23:59,2026-02-11T23:00,2,0.7248,0.2253,0.9831,0.7296,0.734,0.7194,9.36,
2026-02-10,2026-02-10T23:59,2026-02-11T00:00,1,1.0,0.9636,1.0,1.0,0.9859,0.9751,11.97,
2026-02-10,2026-02-10T23:59,2026-02-11T01:00,1,0.9603,0.918,0.9842,0.9783,0.9476,0.897,10.69,
2026-02-10,2026-02-10T23:59,2026-02-11T02:00,1,0.954,0.6646,0.9842,0.9578,0.9403,0.6011,8.57,
2026-02-10,2026-02-10T23:59,2026-02-11T03:00,1,0.8791,0.4663,0.9915,0.9516,0.875,0.3801,7.12,
2026-02-10,2026-02-10T23:59,2026-02-11T04:00,1,0.3938,0.2816,0.853,0.4182,0.3758,0.1202,4.85,
2026-02-10,2026-02-10T23:59,2026-02-11T05:00,1,0.2854,0.1909,0.6802,0.2707,0.2705,0.0759,4.09,
2026-02-10,2026-02-10T23:59,2026-02-11T06:00,1,0.0436,0.0112,0.3502,0.0549,0.0322,0.0136,2.27,
2026-02-10,2026-02-10T23:59,2026-02-11T07:00,1,0.0542,0.011,0.3184,0.0646,0.0248,0.0159,2.44,
2026-02-10,2026-02-10T23:59,2026-02-11T08:00,1,0.061,0.0074,0.4097,0.0623,0.0549,0.1202,4.85,
2026-02-10,2026-02-10T23:59,2026-02-11T09:00,1,0.0175,0.0095,0.2876,0.0229,0.0121,0.0376,3.22,
2026-02-10,2026-02-10T23:59,2026-02-11T10:00,1,0.031,0.0122,0.316,0.0223,0.0234,0.01,1.97,
2026-02-10,2026-02-10T23:59,2026-02-11T11:00,1,0.1402,0.0837,0.6178,0.1164,0.1177,0.0292,3.0,
2026-02-10,2026-02-10T23:59,2026-02-11T12:00,1,0.069,0.069,0.5129,0.1434,0.1109,0.0247,2.82,
2026-02-10,2026-02-10T23:59,2026-02-11T13:00,1,0.0751,0.0751,0.4123,0.1196,0.1313,0.014,2.3,
2026-02-10,2026-02-10T23:59,2026-02-11T14:00,1,0.3558,0.079,0.8416,0.3267,0.3479,0.3426,6.87,
2026-02-10,2026-02-10T23:59,2026-02-11T15:00,1,0.8404,0.4873,0.976,0.849,0.7996,0.8381,10.2,
2026-02-10,2026-02-10T23:59,2026-02-11T16:00,1,0.9724,0.6935,0.9829,0.9827,0.934,0.9786,12.33,
2026-02-10,2026-02-10T23:59,2026-02-11T17:00,1,0.9361,0.653,0.9835,0.9509,0.9246,0.9677,11.65,
2026-02-10,2026-02-10T23:59,2026-02-11T18:00,1,0.9237,0.6567,0.9809,0.9209,0.908,0.9147,10.87,
2026-02-10,2026-02-10T23:59,2026-02-11T19:00,1,0.9257,0.6449,0.9824,0.9207,0.9295,0.8461,10.26,
2026-02-10,2026-02-10T23:59,2026-02-11T20:00,1,0.836,0.5636,0.9875,0.8597,0.8389,0.7071,9.28,
2026-02-10,2026-02-10T23:59,2026-02-11T21:00,1,0.8032,0.5422,0.9893,0.8098,0.7773,0.6672,9.02,
2026-02-10,2026-02-10T23:59,2026-02-11T22:00,1,0.8565,0.5984,0.9841,1.0,0.8439,0.7286,9.42,
2026-02-10,2026-02-10T23:59,2026-02-11T23:00,1,0.4489,0.0811,0.9773,0.4951,0.5167,0.3785,7.11,
2026-02-10,2026-02-10T23:59,2026-02-12T00:00,2,0.5326,0.1808,0.948,0.6042,0.5502,0.5347,8.13,
2026-02-10,2026-02-10T23:59,2026-02-12T01:00,2,0.4453,0.1659,0.9637,0.5194,0.5093,0.4187,7.36,
2026-02-10,2026-02-10T23:59,2026-02-12T02:00,2,0.4804,0.1455,0.9627,0.4984,0.4944,0.4501,7.56,
2026-02-10,2026-02-10T23:59,2026-02-12T03:00,2,0.3361,0.0128,0.8261,0.3489,0.357,0.2658,6.31,
2026-02-10,2026-02-10T23:59,2026-02-12T04:00,2,0.3604,0.0245,0.8166,0.3731,0.3645,0.2964,6.54,
2026-02-10,2026-02-10T23:59,2026-02-12T05:00,2,0.3301,0.0153,0.8225,0.3206,0.3402,0.3202,6.71,
2026-02-10,2026-02-10T23:59,2026-02-12T06:00,2,0.2007,0.013,0.6753,0.2122,0.208,0.1706,5.46,
2026-02-10,2026-02-10T23:59,2026-02-12T07:00,2,0.0444,0.0093,0.4433,0.046,0.035,0.0533,3.61,
2026-02-10,2026-02-10T23:59,2026-02-12T08:00,2,0.009,0.009,0.1641,0.0077,0.0065,0.01,1.96,
2026-02-10,2026-02-10T23:59,2026-02-12T09:00,2,0.0175,0.0093,0.1757,0.0113,0.0091,0.01,1.9,
2026-02-10,2026-02-10T23:59,2026-02-12T10:00,2,0.0102,0.0094,0.126,0.0084,0.0101,0.01,1.5,
2026-02-10,2026-02-10T23:59,2026-02-12T11:00,2,0.0177,0.0086,0.1343,0.0067,0.017,0.0197,2.62,
2026-02-10,2026-02-10T23:59,2026-02-12T12:00,2,0.0122,0.0089,0.126,0.0048,0.0095,0.01,1.53,
2026-02-10,2026-02-10T23:59,2026-02-12T13:00,2,0.0124,0.0097,0.1283,0.0087,0.013,0.01,1.22,
2026-02-10,2026-02-10T23:59,2026-02-12T14:00,2,0.0117,0.0097,0.1475,0.0083,0.0121,0.01,1.7,
2026-02-10,2026-02-10T23:59,2026-02-12T15:00,2,0.0228,0.0098,0.167,0.0143,0.0179,0.0153,2.4,
2026-02-10,2026-02-10T23:59,2026-02-12T16:00,2,0.0417,0.0097,0.4097,0.0191,0.061,0.0292,3.0,
2026-02-10,2026-02-10T23:59,2026-02-12T17:00,2,0.1971,0.0153,0.5536,0.1969,0.1751,0.1634,5.38,
2026-02-10,2026-02-10T23:59,2026-02-12T18:00,2,0.1434,0.0162,0.504,0.1454,0.1318,0.1607,5.35,
2026-02-10,2026-02-10T23:59,2026-02-12T19:00,2,0.1837,0.0145,0.5322,0.1848,0.1351,0.1262,4.95,
2026-02-10,2026-02-10T23:59,2026-02-12T20:00,2,0.0614,0.0099,0.488,0.0829,0.0595,0.051,3.56,
2026-02-10,2026-02-10T23:59,2026-02-12T21:00,2,0.1391,0.0256,0.5921,0.1449,0.1444,0.043,3.36,
2026-02-10,2026-02-10T23:59,2026-02-12T22:00,2,0.124,0.0085,0.5338,0.1871,0.0896,0.01,1.92,
2026-02-10,2026-02-10T23:59,2026-02-12T23:00,2,0.1604,0.0243,0.5975,0.1965,0.115,0.01,1.92,
2026-02-11,2026-02-11T23:59,2026-02-12T00:00,1,0.3423,0.0551,0.8685,0.3619,0.3767,0.33,6.78,
2026-02-11,2026-02-11T23:59,2026-02-12T01:00,1,0.402,0.0669,0.897,0.4447,0.4526,0.3608,7.0,
2026-02-11,2026-02-11T23:59,2026-02-12T02:00,1,0.4443,0.0592,0.9449,0.4675,0.463,0.393,7.2,
2026-02-11,2026-02-11T23:59,2026-02-12T03:00,1,0.3715,0.0292,0.8343,0.3685,0.3772,0.2895,6.49,
2026-02-11,2026-02-11T23:59,2026-02-12T04:00,1,0.2804,0.0177,0.7483,0.2674,0.2648,0.2448,6.15,
2026-02-11,2026-02-11T23:59,2026-02-12T05:00,1,0.053,0.0086,0.4549,0.0689,0.0343,0.1196,4.84,
2026-02-11,2026-02-11T23:59,2026-02-12T06:00,1,0.0295,0.0101,0.2632,0.0345,0.0201,0.0247,2.82,
2026-02-11,2026-02-11T23:59,2026-02-12T07:00,1,0.027,0.0094,0.124,0.019,0.014,0.0149,2.37,
2026-02-11,2026-02-11T23:59,2026-02-12T08:00,1,0.0148,0.0091,0.1227,0.0102,0.0072,0.0113,2.1,
2026-02-11,2026-02-11T23:59,2026-02-12T09:00,1,0.0207,0.0086,0.1205,0.0098,0.0193,0.01,1.99,
2026-02-11,2026-02-11T23:59,2026-02-12T10:00,1,0.0261,0.0093,0.1193,0.0115,0.029,0.0242,2.8,
2026-02-11,2026-02-11T23:59,2026-02-12T11:00,1,0.0349,0.0281,0.3354,0.0,0.0046,0.01,1.87,
2026-02-11,2026-02-11T23:59,2026-02-12T12:00,1,0.0604,0.0328,0.4136,0.0458,0.0609,0.0232,2.76,
2026-02-11,2026-02-11T23:59,2026-02-12T13:00,1,0.0382,0.0382,0.4172,0.0647,0.0869,0.0239,2.79,
2026-02-11,2026-02-11T23:59,2026-02-12T14:00,1,0.0349,0.0349,0.391,0.0397,0.0516,0.0109,2.07,
2026-02-11,2026-02-11T23:59,2026-02-12T15:00,1,0.0953,0.0325,0.3938,0.0469,0.0761,0.01,1.35,
2026-02-11,2026-02-11T23:59,2026-02-12T16:00,1,0.0604,0.013,0.4583,0.0583,0.0491,0.01,1.79,
2026-02-11,2026-02-11T23:59,2026-02-12T17:00,1,0.1386,0.01,0.4447,0.134,0.1281,0.0912,4.36,
2026-02-11,2026-02-11T23:59,2026-02-12T18:00,1,0.1291,0.0233,0.4524,0.1032,0.13,0.0551,3.65,
2026-02-11,2026-02-11T23:59,2026-02-12T19:00,1,0.1611,0.0233,0.5329,0.1328,0.1435,0.0708,4.0,
2026-02-11,2026-02-11T23:59,2026-02-12T20:00,1,0.1204,0.02,0.5242,0.0856,0.1159,0.0407,3.3,
2026-02-11,2026-02-11T23:59,2026-02-12T21:00,1,0.1622,0.0223,0.5432,0.1397,0.1333,0.0708,4.0,
2026-02-11,2026-02-11T23:59,2026-02-12T22:00,1,0.0617,0.0099,0.4343,0.0509,0.0347,0.01,1.96,
2026-02-11,2026-02-11T23:59,2026-02-12T23:00,1,0.0347,0.01,0.2836,0.0422,0.0292,0.01,1.87,
2026-02-11,2026-02-11T23:59,2026-02-13T00:00,2,0.0948,0.0075,0.5416,0.0966,0.0454,0.0159,2.44,
2026-02-11,2026-02-11T23:59,2026-02-13T01:00,2,0.0573,0.007,0.5954,0.0858,0.03,0.0237,2.78,
2026-02-11,2026-02-11T23:59,2026-02-13T02:00,2,0.0776,0.0073,0.4519,0.068,0.0391,0.014,2.3,
2026-02-11,2026-02-11T23:59,2026-02-13T03:00,2,0.0576,0.0055,0.3895,0.0625,0.0222,0.01,1.59,
2026-02-11,2026-02-11T23:59,2026-02-13T04:00,2,0.0557,0.0088,0.3855,0.059,0.0547,0.01,0.87,
2026-02-11,2026-02-11T23:59,2026-02-13T05:00,2,0.0388,0.0088,0.2799,0.0433,0.0271,0.0179,2.55,
2026-02-11,2026-02-11T23:59,2026-02-13T06:00,2,0.032,0.0086,0.1911,0.0273,0.0298,0.0163,2.47,
2026-02-11,2026-02-11T23:59,2026-02-13T07:00,2,0.0163,0.009,0.1888,0.0272,0.0183,0.01,1.83,
2026-02-11,2026-02-11T23:59,2026-02-13T08:00,2,0.0143,0.0092,0.1692,0.013,0.0147,0.0125,2.19,
2026-02-11,2026-02-11T23:59,2026-02-13T09:00,2,0.0253,0.0086,0.2291,0.0155,0.0268,0.0264,2.89,
2026-02-11,2026-02-11T23:59,2026-02-13T10:00,2,0.0136,0.0088,0.1288,0.0143,0.0145,0.0103,2.02,
2026-02-11,2026-02-11T23:59,2026-02-13T11:00,2,0.0119,0.0084,0.1148,0.0,0.0114,0.0164,2.48,
2026-02-11,2026-02-11T23:59,2026-02-13T12:00,2,0.0133,0.0092,0.1107,0.0124,0.0102,0.01,1.1,
2026-02-11,2026-02-11T23:59,2026-02-13T13:00,2,0.018,0.0096,0.1399,0.0176,0.0261,0.01,1.95,
2026-02-11,2026-02-11T23:59,2026-02-13T14:00,2,0.0147,0.0094,0.1568,0.0229,0.0264,0.01,1.95,
2026-02-11,2026-02-11T23:59,2026-02-13T15:00,2,0.0226,0.0099,0.1825,0.0211,0.0224,0.01,1.24,
2026-02-11,2026-02-11T23:59,2026-02-13T16:00,2,0.0386,0.0098,0.2421,0.0325,0.0433,0.0137,2.28,
2026-02-11,2026-02-11T23:59,2026-02-13T17:00,2,0.1162,0.0183,0.4111,0.0776,0.0642,0.0793,4.15,
2026-02-11,2026-02-11T23:59,2026-02-13T18:00,2,0.1363,0.0318,0.6531,0.1049,0.0783,0.1319,5.03,
2026-02-11,2026-02-11T23:59,2026-02-13T19:00,2,0.1204,0.0341,0.6237,0.0952,0.0683,0.1427,5.15,
2026-02-11,2026-02-11T23:59,2026-02-13T20:00,2,0.1868,0.0336,0.6629,0.177,0.1488,0.2118,5.87,
2026-02-11,2026-02-11T23:59,2026-02-13T21:00,2,0.1782,0.0356,0.6383,0.1585,0.1408,0.2303,6.04,
2026-02-11,2026-02-11T23:59,2026-02-13T22:00,2,0.3022,0.0837,0.7328,0.2821,0.2962,0.2964,6.54,
2026-02-11,2026-02-11T23:59,2026-02-13T23:00,2,0.3643,0.0999,0.875,0.3706,0.3838,0.3104,6.64,
2026-02-12,2026-02-12T23:59,2026-02-13T00:00,1,0.0293,0.0094,0.231,0.0246,0.0205,0.0123,2.17,
2026-02-12,2026-02-12T23:59,2026-02-13T01:00,1,0.039,0.0094,0.2041,0.0181,0.0213,0.0167,2.5,
2026-02-12,2026-02-12T23:59,2026-02-13T02:00,1,0.0175,0.0094,0.124,0.0154,0.0186,0.01,0.72,
2026-02-12,2026-02-12T23:59,2026-02-13T03:00,1,0.0365,0.0093,0.2075,0.0238,0.0206,0.01,1.09,
2026-02-12,2026-02-12T23:59,2026-02-13T04:00,1,0.0262,0.0091,0.166,0.0146,0.0133,0.01,1.31,
2026-02-12,2026-02-12T23:59,2026-02-13T05:00,1,0.0299,0.0091,0.1763,0.0259,0.0262,0.01,1.46,
2026-02-12,2026-02-12T23:59,2026-02-13T06:00,1,0.0321,0.0091,0.1067,0.0,0.0093,0.0172,2.52,
2026-02-12,2026-02-12T23:59,2026-02-13T07:00,1,0.0125,0.0092,0.1316,0.0184,0.0169,0.01,1.28,
2026-02-12,2026-02-12T23:59,2026-02-13T08:00,1,0.0228,0.0103,0.1958,0.0261,0.0269,0.01,0.83,
2026-02-12,2026-02-12T23:59,2026-02-13T09:00,1,0.0198,0.0092,0.1594,0.0191,0.0182,0.01,1.2,
2026-02-12,2026-02-12T23:59,2026-02-13T10:00,1,0.0046,0.0046,0.1659,0.0162,0.0153,0.01,1.75,
2026-02-12,2026-02-12T23:59,2026-02-13T11:00,1,0.024,0.0092,0.318,0.0063,0.0209,0.01,1.5,
2026-02-12,2026-02-12T23:59,2026-02-13T12:00,1,0.0307,0.0141,0.2794,0.0176,0.0125,0.01,1.9,
2026-02-12,2026-02-12T23:59,2026-02-13T13:00,1,0.0761,0.0095,0.3414,0.0617,0.0677,0.0449,3.41,
2026-02-12,2026-02-12T23:59,2026-02-13T14:00,1,0.0452,0.0147,0.254,0.0564,0.0421,0.0376,3.22,
2026-02-12,2026-02-12T23:59,2026-02-13T15:00,1,0.0287,0.0132,0.2473,0.0476,0.0439,0.0272,2.92,
2026-02-12,2026-02-12T23:59,2026-02-13T16:00,1,0.0477,0.0105,0.3567,0.036,0.0554,0.0287,2.98,
2026-02-12,2026-02-12T23:59,2026-02-13T17:00,1,0.0808,0.0149,0.329,0.0648,0.0677,0.0116,2.12,
2026-02-12,2026-02-12T23:59,2026-02-13T18:00,1,0.111,0.0142,0.3868,0.1005,0.0907,0.0252,2.84,
2026-02-12,2026-02-12T23:59,2026-02-13T19:00,1,0.142,0.0264,0.4696,0.0956,0.1002,0.0958,4.44,
2026-02-12,2026-02-12T23:59,2026-02-13T20:00,1,0.2261,0.035,0.688,0.235,0.2097,0.223,5.98,
2026-02-12,2026-02-12T23:59,2026-02-13T21:00,1,0.4964,0.1437,0.8923,0.4203,0.4514,0.4575,7.61,
2026-02-12,2026-02-12T23:59,2026-02-13T22:00,1,0.5566,0.1613,0.9179,0.5434,0.5164,0.518,8.02,
2026-02-12,2026-02-12T23:59,2026-02-13T23:00,1,0.4542,0.1787,0.8998,0.446,0.4953,0.4219,7.38,
2026-02-12,2026-02-12T23:59,2026-02-14T00:00,2,0.5757,0.1509,0.9574,0.6174,0.5836,0.3962,7.22,
2026-02-12,2026-02-12T23:59,2026-02-14T01:00,2,0.5685,0.1629,0.9773,0.6384,0.5414,0.3594,6.99,
2026-02-12,2026-02-12T23:59,2026-02-14T02:00,2,0.5526,0.1032,0.9641,0.6204,0.5627,0.3258,6.75,
2026-02-12,2026-02-12T23:59,2026-02-14T03:00,2,0.6036,0.0851,0.9503,0.61,0.5265,0.2632,6.29,
2026-02-12,2026-02-12T23:59,2026-02-14T04:00,2,0.3661,0.0669,0.8507,0.4187,0.3688,0.1268,4.96,
2026-02-12,2026-02-12T23:59,2026-02-14T05:00,2,0.2075,0.0684,0.6849,0.2419,0.2272,0.069,3.96,
2026-02-12,2026-02-12T23:59,2026-02-14T06:00,2,0.0971,0.01,0.4664,0.1222,0.0466,0.01,1.86,
2026-02-12,2026-02-12T23:59,2026-02-14T07:00,2,0.0599,0.0173,0.3673,0.0593,0.0681,0.01,1.71,
2026-02-12,2026-02-12T23:59,2026-02-14T08:00,2,0.0363,0.0121,0.3303,0.0229,0.0066,0.0136,2.27,
2026-02-12,2026-02-12T23:59,2026-02-14T09:00,2,0.0243,0.0103,0.2965,0.0196,0.0227,0.01,1.25,
2026-02-12,2026-02-12T23:59,2026-02-14T10:00,2,0.0153,0.0089,0.3018,0.0204,0.0322,0.01,0.67,
2026-02-12,2026-02-12T23:59,2026-02-14T11:00,2,0.0269,0.005,0.4304,0.0017,0.0,0.01,1.18,
2026-02-12,2026-02-12T23:59,2026-02-14T12:00,2,0.0432,0.0283,0.2909,0.0407,0.0535,0.01,1.56,
2026-02-12,2026-02-12T23:59,2026-02-14T13:00,2,0.0681,0.041,0.4075,0.0783,0.1005,0.033,3.1,
2026-02-12,2026-02-12T23:59,2026-02-14T14:00,2,0.1049,0.0394,0.4301,0.1386,0.139,0.0605,3.77,
2026-02-12,2026-02-12T23:59,2026-02-14T15:00,2,0.0496,0.012,0.4181,0.048,0.054,0.0399,3.28,
2026-02-12,2026-02-12T23:59,2026-02-14T16:00,2,0.0799,0.0151,0.4563,0.0792,0.1015,0.0506,3.55,
2026-02-12,2026-02-12T23:59,2026-02-14T17:00,2,0.2421,0.0904,0.6961,0.2354,0.2452,0.1535,5.27,
2026-02-12,2026-02-12T23:59,2026-02-14T18:00,2,0.2309,0.0543,0.7133,0.2374,0.244,0.1463,5.19,
2026-02-12,2026-02-12T23:59,2026-02-14T19:00,2,0.2605,0.028,0.7726,0.2753,0.3066,0.1833,5.59,
2026-02-12,2026-02-12T23:59,2026-02-14T20:00,2,0.2208,0.0164,0.7237,0.2143,0.2226,0.1445,5.17,
2026-02-12,2026-02-12T23:59,2026-02-14T21:00,2,0.0962,0.0121,0.4783,0.0858,0.0816,0.0907,4.35,
2026-02-12,2026-02-12T23:59,2026-02-14T22:00,2,0.063,0.011,0.4589,0.0468,0.0721,0.0668,3.91,
2026-02-12,2026-02-12T23:59,2026-02-14T23:00,2,0.0288,0.0124,0.4785,0.0268,0.0279,0.0136,2.27,
2026-02-13,2026-02-13T23:59,2026-02-14T00:00,1,0.5071,0.2021,0.9448,0.5863,0.5268,0.4155,7.34,
2026-02-13,2026-02-13T23:59,2026-02-14T01:00,1,0.5772,0.201,0.9359,0.6075,0.5861,0.4472,7.54,
2026-02-13,2026-02-13T23:59,2026-02-14T02:00,1,0.6724,0.2569,0.9717,0.7123,0.6985,0.4236,7.39,
2026-02-13,2026-02-13T23:59,2026-02-14T03:00,1,0.7238,0.2684,0.9705,0.7505,0.7471,0.438,7.48,
2026-02-13,2026-02-13T23:59,2026-02-14T04:00,1,0.6701,0.2006,0.9568,0.7289,0.6957,0.385,7.15,
2026-02-13,2026-02-13T23:59,2026-02-14T05:00,1,0.315,0.0824,0.6693,0.3072,0.2999,0.3244,6.74,
2026-02-13,2026-02-13T23:59,2026-02-14T06:00,1,0.1626,0.0435,0.5798,0.1426,0.115,0.2047,5.8,
2026-02-13,2026-02-13T23:59,2026-02-14T07:00,1,0.063,0.0095,0.2809,0.0545,0.0306,0.0596,3.75,
2026-02-13,2026-02-13T23:59,2026-02-14T08:00,1,0.0462,0.0095,0.2805,0.0586,0.0209,0.0609,3.78,
2026-02-13,2026-02-13T23:59,2026-02-14T09:00,1,0.0533,0.0113,0.2626,0.0506,0.0649,0.0247,2.82,
2026-02-13,2026-02-13T23:59,2026-02-14T10:00,1,0.0202,0.0091,0.1508,0.0278,0.0248,0.01,1.63,
2026-02-13,2026-02-13T23:59,2026-02-14T11:00,1,0.0314,0.0079,0.4425,0.043,0.0042,0.01,1.98,
2026-02-13,2026-02-13T23:59,2026-02-14T12:00,1,0.0262,0.0117,0.4534,0.0594,0.0358,0.01,1.46,
2026-02-13,2026-02-13T23:59,2026-02-14T13:00,1,0.0126,0.0092,0.1372,0.0034,0.0098,0.01,1.38,
2026-02-13,2026-02-13T23:59,2026-02-14T14:00,1,0.0177,0.0094,0.2114,0.0133,0.0313,0.0349,3.15,
2026-02-13,2026-02-13T23:59,2026-02-14T15:00,1,0.0163,0.0096,0.1525,0.0207,0.0146,0.01,0.89,
